Strain,Australis,Autumnalis,Ballum,Bataviae,Canicola,Celledoni,Cynopteri,Djasiman,Grippotyphosa,Hebdomadis,Icterohaemorrhagiae,Javanica,Manhao,Mini,Panama,Pomona,Pyrogenes,Ranarum,Sarmin,Sejroe,Shermani,Tarassovi,Serogroup,class,Species,max
B1_Mm_MM050,44.505,48.971,98.78,39.264,69.398,66.466,52.139,53.749,59.034,38.917,61.974,84.747,64.022,38.79,46.135,54.184,73.37,64.782,62.761,42.587,45.255,57.504,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.78
178114,34.108,35.58,34.794,37.642,44.717,35.547,37.982,41.609,39.746,98.788,44.773,34.809,37.23,79.415,36.174,40.741,44.091,34.19,38.01,81.765,42.784,40.005,Hebdomadis,3,interrogans,98.788
MM0161CK,44.471,50.864,98.789,39.15,69.711,66.973,52.181,54.767,59.343,39.393,62.232,85.654,64.49,38.728,46.495,54.545,73.11,65.467,63.094,42.428,46.495,58.248,Ballum,1,borgpetersenii,98.789
MM0259CK,44.501,50.821,98.79,39.103,69.665,66.935,52.134,54.716,59.292,39.341,62.189,85.616,64.452,38.679,46.45,54.5,73.559,65.432,63.058,42.378,46.421,58.198,Ballum,1,borgpetersenii,98.79
MM0320CK,44.501,50.821,98.79,39.103,69.665,66.935,52.134,54.716,59.468,39.341,62.189,85.616,64.452,38.694,46.45,55.039,73.559,65.432,63.168,42.405,46.421,58.222,Ballum,1,borgpetersenii,98.79
A1_Mm_MM043,44.308,48.852,98.79,39.183,69.41,66.369,51.918,53.762,59.046,38.93,61.984,84.757,64.032,38.802,46.016,53.988,73.307,64.792,62.77,42.54,45.232,57.629,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.79
NIID23,34.122,35.665,34.946,37.649,44.736,35.63,38.092,41.631,39.922,98.797,44.791,34.795,37.342,79.17,36.185,41.37,44.724,34.21,38.163,81.285,42.86,39.512,Hebdomadis,3,interrogans,98.797
201700955,52.228,57.539,71.597,45.771,91.013,62.667,56.578,62.175,62.035,47.964,85.407,69.12,66.484,41.797,52.552,59.558,98.799,61.643,68.197,44.65,47.2,53.958,Pyrogenes,1,interrogans,98.799
MM0013CU,44.511,50.832,98.8,39.125,69.676,66.945,52.146,54.729,59.304,39.354,62.2,85.625,64.462,38.691,46.461,54.611,73.078,65.442,63.067,42.43,46.44,58.154,Ballum,1,borgpetersenii,98.8
MM0028CK,44.546,50.832,98.8,39.115,69.676,66.945,52.146,54.729,59.304,39.354,62.2,85.625,64.462,38.691,46.461,54.511,73.078,65.442,63.067,42.391,46.44,58.154,Ballum,1,borgpetersenii,98.8
MM0211CK,44.441,50.832,98.8,39.115,69.676,66.945,52.146,54.729,59.304,39.354,62.2,85.625,64.462,38.691,46.461,54.511,73.078,65.442,63.067,42.391,46.44,58.154,Ballum,1,borgpetersenii,98.8
MM0277CK,44.441,50.832,98.8,39.125,69.676,66.945,52.146,54.729,59.304,39.354,62.2,85.625,64.462,38.691,46.461,54.611,73.57,65.442,63.118,42.43,46.44,58.154,Ballum,1,borgpetersenii,98.8
MM0372CK,44.441,50.832,98.8,39.115,69.676,66.945,52.146,54.729,59.304,39.354,62.2,85.625,64.462,38.691,46.461,54.511,73.624,65.442,63.067,42.391,46.44,58.154,Ballum,1,borgpetersenii,98.8
T74,37.13,38.959,51.448,53.231,48.884,41.457,40.706,42.13,45.197,40.593,48.903,49.976,41.981,39.491,37.229,42.348,47.379,42.408,43.991,42.515,69.893,98.802,Tarassovi,4,borgpetersenii,98.802
445_IZSLER,64.405,75.036,47.936,41.055,55.889,41.816,82.658,92.719,83.996,39.237,55.287,47.666,45.304,33.364,61.081,98.806,54.577,41.03,45.545,35.955,38.579,41.194,Pomona,2,interrogans,98.806
MM0195CK,44.521,50.843,98.811,39.127,69.688,66.954,52.158,54.742,59.317,39.367,62.21,85.635,64.471,38.704,46.472,54.522,73.581,65.451,63.059,42.403,46.458,58.167,Ballum,1,borgpetersenii,98.811
MM0242CK,44.451,50.843,98.811,39.137,69.688,66.954,52.158,54.742,59.317,39.367,62.21,85.635,64.471,38.704,46.472,54.623,73.635,65.451,63.076,42.442,46.458,58.167,Ballum,1,borgpetersenii,98.811
MM0261CK,44.544,50.843,98.811,39.127,69.688,66.954,52.158,54.742,59.317,39.367,62.21,85.635,64.471,38.704,46.472,54.522,73.635,65.451,63.076,42.403,46.458,58.335,Ballum,1,borgpetersenii,98.811
2006006973,50.471,56.278,71.379,44.135,90.911,62.066,54.316,62.144,61.836,48.179,83.647,69.031,66.695,41.76,51.599,57.63,98.821,61.551,67.677,43.625,47.254,51.412,Pyrogenes,1,interrogans,98.821
A2_Mm_MM148,44.408,48.885,98.821,39.127,69.444,66.398,51.953,53.8,59.085,38.968,62.017,84.786,64.06,38.838,46.049,54.022,73.34,64.821,62.798,42.441,45.288,57.667,Ballum,1,borgpetersenii,98.821
MM0244CK,44.461,50.854,98.821,39.138,69.699,66.963,52.169,54.754,59.33,39.38,62.221,85.645,64.481,38.716,46.483,54.534,73.645,65.461,63.085,42.415,46.477,58.179,Ballum,1,borgpetersenii,98.821
B1_Mm_MM098,44.356,48.798,98.821,39.218,69.444,66.333,51.866,53.712,58.997,38.968,61.943,84.698,64.001,38.838,45.992,53.944,73.34,64.743,62.725,42.548,45.288,57.555,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.821
MM0026CK,44.471,50.864,98.831,39.15,69.711,66.973,52.181,54.767,59.343,39.393,62.232,85.654,64.49,38.728,46.495,54.545,73.11,65.471,63.077,42.428,46.495,58.192,Ballum,1,borgpetersenii,98.831
IP1506001,30.616,32.638,36.111,35.503,41.08,33.65,35.044,36.226,37.013,81.174,40.598,36.179,36.88,84.08,32.472,37.355,40.367,33.678,36.634,98.831,43.208,42.625,Sejroe,3,Leptospira borgpetersenii,98.831
A2_Mm_MM189,44.349,48.896,98.832,39.23,69.455,66.407,51.964,53.813,59.098,38.981,62.028,84.795,64.07,38.747,46.06,54.034,73.35,64.831,62.794,42.474,45.306,57.555,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.832
A3_Mm_MM273,44.349,48.934,98.832,39.23,69.455,66.407,51.964,53.813,59.098,38.981,62.028,84.795,64.07,38.85,46.06,54.034,73.455,64.831,62.807,42.59,45.306,57.568,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.832
A1_Mm_MM031U,44.338,48.808,98.838,39.046,69.364,66.331,51.871,53.711,58.995,38.879,61.941,84.724,63.994,38.754,45.972,53.943,73.318,64.752,62.734,42.355,45.158,57.494,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.838
56673,51.809,54.532,60.068,45.586,90.332,61.151,55.463,61.727,60.877,49.861,98.84,64.252,63.518,43.679,53.281,58.546,82.72,60.941,63.751,45.634,47.562,51.593,Javanica,1,Leptospira interrogans,98.84
MM0256CK,44.482,50.875,98.841,39.172,69.722,66.982,52.193,54.78,59.356,39.405,62.243,85.664,64.5,38.74,46.506,54.657,73.613,65.481,63.086,42.479,46.514,58.205,Ballum,1,borgpetersenii,98.841
MM0268CK,44.888,50.875,98.841,39.546,69.722,66.982,52.193,54.78,59.356,39.405,62.243,85.664,64.5,38.74,46.506,54.657,73.121,65.481,63.104,42.751,46.514,58.205,Ballum,1,borgpetersenii,98.841
Tar14,37.744,38.861,50.957,53.823,48.802,41.549,40.862,42.182,45.079,40.644,48.823,49.871,41.913,39.368,37.998,43.069,47.299,42.347,44.028,43.587,69.988,98.841,Tarassovi,4,Leptospira borgpetersenii serovar Tarassovi,98.841
201501063,31.622,32.486,35.023,36.418,41.116,34.169,35.119,36.812,37.392,82.849,40.449,35.159,37.513,98.852,34.22,39.037,39.498,33.888,38.331,88.685,44.742,42.514,Mini,3,mayottensis,98.852
MM0264CK,44.585,50.886,98.852,39.173,69.733,66.992,52.204,54.793,59.368,39.418,62.254,85.674,64.509,38.752,46.517,54.568,73.131,65.491,63.113,42.452,46.532,58.217,Ballum,1,borgpetersenii,98.852
MM0269CK,44.492,50.886,98.852,39.183,69.733,66.992,52.204,54.793,59.368,39.418,62.254,85.674,64.509,38.772,46.517,54.668,73.624,65.491,63.095,42.539,46.532,58.438,Ballum,1,borgpetersenii,98.852
MM0342CK,44.492,50.886,98.852,39.183,69.733,66.992,52.204,54.793,59.368,39.418,62.254,85.674,64.509,38.775,46.517,54.668,73.624,65.491,63.164,42.518,46.532,58.298,Ballum,1,borgpetersenii,98.852
MM0011CK,44.645,50.952,98.857,39.243,69.801,67.048,52.274,54.87,59.445,39.495,62.319,85.732,64.566,38.815,46.583,54.636,73.688,65.549,63.168,42.526,46.593,58.293,Ballum,1,borgpetersenii,98.857
IP1710039,64.841,75.587,48.7,41.891,56.369,42.875,82.554,92.316,85.346,40.205,55.759,48.236,45.908,34.582,61.434,98.861,55.846,42.137,46.14,36.968,40.946,42.1,Pomona,2,interrogans,98.861
MM0006CK,44.908,50.897,98.862,39.569,69.745,67.001,52.216,54.806,59.381,39.431,62.265,85.683,64.519,38.787,46.528,54.679,73.142,65.5,63.122,42.803,46.551,58.423,Ballum,1,borgpetersenii,98.862
MM0050CK,44.502,50.897,98.862,39.195,69.745,67.001,52.216,54.806,59.381,39.431,62.265,85.683,64.519,38.764,46.528,54.679,73.634,65.5,63.122,42.504,46.551,58.399,Ballum,1,borgpetersenii,98.862
MM0196CK,44.56,50.897,98.862,39.185,69.745,67.001,52.216,54.806,59.381,39.431,62.265,85.683,64.519,38.764,46.528,54.579,73.142,65.5,63.158,42.465,46.551,58.23,Ballum,1,borgpetersenii,98.862
MM0200CK,44.502,50.897,98.862,39.195,69.745,67.001,52.216,54.806,59.381,39.431,62.265,85.683,64.519,38.764,46.528,54.679,73.634,65.5,63.122,42.504,46.551,58.37,Ballum,1,borgpetersenii,98.862
A2_Mm_MM211,44.379,48.929,98.863,39.265,69.489,66.435,51.999,53.852,59.136,39.02,62.061,84.825,64.098,38.886,46.094,54.068,72.89,64.86,62.834,42.627,45.362,57.718,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.863
202000074,50.232,57.185,67.577,45.647,98.867,57.661,56.032,63.441,63.882,51.324,89.155,64.54,65.125,45.061,51.212,61.308,88.396,59.9,65.221,47.528,48.525,53.032,Icterohaemorrhagiae,1,interrogans,98.867
MM0258CK,44.522,50.919,98.867,39.208,69.767,67.02,52.239,54.831,59.407,39.457,62.287,85.703,64.538,38.788,46.55,54.602,73.656,65.52,63.14,42.489,46.588,58.255,Ballum,1,borgpetersenii,98.867
MM0098CU,44.454,50.815,98.872,39.207,69.756,66.946,52.141,54.731,59.306,39.444,62.201,85.605,64.468,38.776,46.475,54.612,73.645,65.433,63.089,42.516,46.569,58.411,Ballum,1,borgpetersenii,98.872
MM0262CK,44.918,50.908,98.872,39.581,69.756,67.011,52.227,54.819,59.394,39.444,62.276,85.693,64.528,38.776,46.539,54.691,73.645,65.51,63.114,42.788,46.569,58.243,Ballum,1,borgpetersenii,98.872
2006006968,64.99,76.019,49.379,42.031,57.116,43.3,82.65,92.993,86.132,41.102,56.472,48.872,46.538,35.407,61.948,98.874,56.827,42.787,46.533,37.048,42.055,42.889,Pomona,2,interrogans,98.874
MM0119CK,44.87,50.826,98.883,39.592,69.767,66.955,52.152,54.743,59.319,39.457,62.212,85.615,64.478,38.788,46.486,54.624,73.656,65.443,63.062,42.801,46.588,58.311,Ballum,1,borgpetersenii,98.883
MM0257CK,44.522,50.919,98.883,39.218,69.767,67.02,52.239,54.831,59.407,39.457,62.287,85.703,64.538,38.788,46.55,54.702,73.656,65.52,63.14,42.528,46.588,58.424,Ballum,1,borgpetersenii,98.883
A3_Mm_MM272,44.399,48.951,98.883,39.288,69.512,66.454,52.022,53.877,59.162,39.045,62.082,84.844,64.118,38.91,46.116,54.091,72.912,64.88,62.853,42.651,45.399,57.743,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.883
MM0213CK,44.794,51.042,98.89,39.47,69.796,67.218,52.437,55.056,59.584,39.766,62.379,85.818,64.607,39.057,46.774,54.867,73.806,65.687,63.233,42.807,47.069,58.694,Ballum,1,borgpetersenii,98.89
A3_Mm_MM263,44.319,48.863,98.89,39.195,69.421,66.379,51.929,53.775,59.059,38.943,61.995,84.773,64.041,38.814,46.027,54,73.372,64.801,62.779,42.553,45.251,57.642,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.89
MM0361CK,44.936,50.93,98.892,39.601,69.779,67.027,52.251,54.844,59.42,39.47,62.297,85.71,64.547,38.803,46.559,54.713,73.661,65.527,63.147,42.816,46.61,58.271,Ballum,1,borgpetersenii,98.892
A3_Mm_MM260,44.409,48.962,98.894,39.299,69.523,66.464,52.034,53.89,59.175,39.058,62.093,84.854,64.127,38.922,46.127,54.102,73.415,64.89,62.862,42.664,45.417,57.756,Ballum,1,borgpetersenii,98.894
A3_Mm_MM258,44.409,48.962,98.894,39.299,69.523,66.464,52.034,53.89,59.175,39.058,62.093,84.854,64.127,38.922,46.127,54.102,73.415,64.89,62.862,42.664,45.417,57.756,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.894
A3_Mm_MM259,44.409,48.962,98.894,39.299,69.523,66.464,52.034,53.89,59.175,39.058,62.093,84.854,64.127,38.922,46.127,54.102,73.415,64.89,62.862,42.664,45.417,57.672,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.894
A3_Mm_MM275,44.329,49.165,98.9,39.206,69.432,66.388,51.941,53.788,59.072,38.955,62.006,84.782,64.051,38.826,46.038,54.011,73.841,64.811,62.789,42.565,45.512,57.72,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.9
MM0134CK,44.612,50.941,98.903,39.241,69.79,67.039,52.262,54.857,59.433,39.482,62.308,85.722,64.557,38.812,46.572,54.725,73.677,65.54,63.172,42.553,46.625,58.28,Ballum,1,borgpetersenii,98.903
A2_Ee_MM196,44.42,49.195,98.904,39.311,69.535,66.473,52.046,53.903,59.187,39.071,62.104,84.863,64.137,38.934,46.138,54.113,73.177,64.899,62.871,42.676,45.505,57.656,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.904
MU_Rr_LW001,44.607,48.984,98.91,39.232,69.542,66.494,52.057,53.916,59.2,39.084,62.115,84.873,64.146,38.814,46.158,54.316,73.432,64.909,62.868,42.393,45.454,57.688,Ballum,1,borgpetersenii,98.91
MM0031CU,44.959,50.952,98.914,39.627,69.801,67.048,52.274,54.87,59.445,39.495,62.319,85.732,64.566,38.824,46.583,54.736,73.742,65.549,63.168,42.838,46.643,58.293,Ballum,1,borgpetersenii,98.914
MM0148CK,44.552,50.952,98.914,39.253,69.801,67.048,52.274,54.87,59.445,39.495,62.319,85.732,64.566,38.824,46.583,54.736,73.688,65.549,63.219,42.565,46.643,58.462,Ballum,1,borgpetersenii,98.914
A2_Mm_MM200,44.43,49.053,98.914,39.323,69.546,66.482,52.057,53.916,59.2,39.084,62.115,84.873,64.146,38.946,46.149,54.125,73.606,64.909,62.88,42.689,45.496,57.669,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.914
201601010,52.4,57.503,71.772,45.969,91.206,62.828,56.781,62.398,62.258,48.182,85.592,69.285,66.646,42.002,52.74,59.767,98.922,61.81,68.353,44.859,47.432,54.173,Pyrogenes,1,interrogans,98.922
201501058,31.632,32.497,35.038,36.429,41.127,34.174,35.158,36.825,37.405,82.856,40.46,35.169,37.518,98.923,34.231,39.049,39.508,33.898,38.272,89,44.76,42.527,Mini,3,mayottensis,98.923
MM0011CU,44.562,50.963,98.924,39.265,69.813,67.058,52.286,54.883,59.458,39.508,62.33,85.742,64.576,38.836,46.595,54.748,73.753,65.559,63.159,42.578,46.662,58.306,Ballum,1,borgpetersenii,98.924
A2_Mm_MM161,44.509,48.995,98.924,39.243,69.557,66.492,52.069,53.929,59.213,39.096,62.126,84.883,64.156,38.958,46.16,54.136,72.955,64.919,62.89,42.565,45.473,57.794,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.924
A1_Mm_MM037,44.349,48.896,98.925,39.159,69.455,66.407,51.964,53.813,59.098,38.981,62.028,84.802,64.07,38.827,46.06,54.034,73.35,64.831,62.807,42.474,45.306,57.705,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.925
158128,34.257,35.669,35.022,37.823,44.848,35.663,38.129,41.814,39.914,98.941,44.927,34.92,37.463,79.126,36.329,40.943,44.418,34.334,38.122,81.336,42.91,39.591,Hebdomadis,3,interrogans,98.941
IP1710045,64.911,75.667,48.776,41.972,56.449,42.941,82.635,92.406,85.417,40.295,55.835,48.304,45.975,34.689,61.512,98.941,56.156,42.206,46.186,37.054,41.075,42.189,Pomona,2,interrogans,98.941
A3_Ee_MM277,44.369,48.918,98.942,39.253,69.478,66.426,51.987,53.839,59.123,39.007,62.05,84.821,64.089,38.871,46.083,54.056,73.372,64.85,62.825,42.611,45.343,57.702,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.942
MM0280CK,44.583,50.985,98.945,39.288,69.836,67.077,52.309,54.908,59.484,39.534,62.352,85.761,64.595,38.86,46.617,54.77,73.72,65.579,63.195,42.602,46.699,58.5,Ballum,1,borgpetersenii,98.945
41009,34.243,35.891,35.076,37.789,44.872,35.651,38.161,41.785,39.918,98.951,44.922,34.916,37.457,79.24,36.319,40.902,44.661,34.328,38.36,81.426,43.193,39.657,Hebdomadis,3,interrogans,98.951
178101,51.269,56.771,71.431,45.03,90.968,62.189,55.285,62.157,61.807,47.952,85.394,68.9,66.671,42.266,51.767,58.783,98.951,61.609,68.177,44.62,47.112,52.789,Pyrogenes,1,interrogans,98.951
MMD3,44.743,50.341,65.456,39.195,72.479,66.636,50.781,54.956,56.393,44.19,71.656,69.045,67.35,43.057,48.977,53.289,75.321,64.465,98.953,43.076,56.538,50.825,Sarmin,1,santarosai,98.953
148250,34.596,36.323,35.379,38.196,45.043,35.981,38.538,42.241,40.374,98.955,45.074,35.256,37.586,79.583,36.708,41.586,45.313,34.671,38.215,81.799,43.828,40.319,Hebdomadis,3,interrogans,98.955
A2_Mm_MM138,44.47,49.028,98.955,39.369,69.592,66.52,52.104,53.967,59.251,39.135,62.158,84.912,64.184,38.995,46.194,54.17,72.987,64.948,62.917,42.738,45.528,57.832,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.955
148333,34.59,35.965,34.864,37.859,44.666,35.415,38.036,41.561,40.571,98.962,44.743,34.703,37.291,78.856,36.726,41.793,44.205,34.173,37.655,80.979,42.901,39.271,Hebdomadis,3,interrogans,98.962
A1_Mm_MM010,44.389,48.94,98.962,39.276,69.501,66.445,52.011,53.865,59.149,39.032,62.071,84.841,64.108,38.898,46.105,54.079,73.393,64.87,62.844,42.639,45.38,57.731,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.962
A3_Mm_MM261,44.459,48.94,98.962,39.276,69.501,66.445,52.011,53.865,59.149,39.032,62.071,84.841,64.108,38.898,46.105,54.079,73.447,64.87,62.844,42.61,45.38,57.731,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.962
MM0138CK,45.009,51.007,98.965,39.685,69.858,67.096,52.332,54.934,59.509,39.559,62.374,85.781,64.614,38.884,46.639,54.793,73.25,65.599,63.214,42.899,46.736,58.356,Ballum,1,borgpetersenii,98.965
A2_Mm_MM242,44.48,49.039,98.966,39.381,69.603,66.53,52.115,53.98,59.264,39.148,62.169,84.922,64.194,39.007,46.205,54.181,73.567,64.958,62.926,42.75,45.686,57.732,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.966
A3_Mm_MM262,44.399,48.951,98.973,39.288,69.512,66.454,52.022,53.877,59.162,39.045,62.082,84.85,64.118,38.91,46.116,54.091,73.404,64.88,62.853,42.651,45.399,57.743,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.973
MM0043CK,44.694,51.018,98.976,39.313,69.87,67.105,52.344,54.947,59.522,39.572,62.384,85.79,64.623,38.896,46.65,54.704,73.753,65.608,63.274,42.601,46.754,58.369,Ballum,1,borgpetersenii,98.976
IP1512015,65.352,74.803,49.833,42.402,57.263,43.577,83.078,93.126,86.257,41.14,55.873,49.046,46.576,35.873,62.381,98.979,56.529,42.873,46.423,37.689,42.133,42.527,Pomona,2,Leptospira interrogans,98.979
IP1710040,64.962,75.719,48.824,42.031,56.506,42.988,82.694,92.249,85.481,40.359,55.89,48.352,46.022,34.753,61.568,98.981,56.396,42.255,45.992,37.116,41.168,42.252,Pomona,2,interrogans,98.981
201401327,44.88,50.985,98.986,39.694,69.863,67.242,52.395,54.933,59.685,39.562,62.373,85.74,64.607,39.017,46.586,54.977,73.796,65.613,63.197,43.183,46.725,58.478,Ballum,1,borgpetersenii,98.986
201801173,48.615,57.009,66.354,43.184,98.997,56.034,53.993,62.249,62.73,48.588,88.94,63.409,63.799,42.71,49.553,58.521,88.394,58.652,63.87,44.032,46.36,53.733,Canicola,1,interrogans,98.997
A1_Mm_MM013K,44.51,49.072,98.997,39.416,69.637,66.558,52.15,54.018,59.303,39.186,62.202,84.951,64.222,39.043,46.238,54.216,73.03,64.988,62.954,42.787,45.602,57.77,Ballum,1,Leptospira borgpetersenii serovar Ballum,98.997
A1_Mm_MM031K,44.43,48.984,99.003,39.323,69.546,66.482,52.057,53.916,59.2,39.084,62.115,84.879,64.146,38.946,46.149,54.125,73.49,64.909,62.88,42.689,45.454,57.781,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.003
A3_Mm_MM265,44.43,48.984,99.003,39.323,69.546,66.482,52.057,53.916,59.2,39.084,62.115,84.879,64.146,38.946,46.149,54.125,73.436,64.909,62.88,42.689,45.454,57.669,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.003
NVSL_S_818,29.796,32.912,34.676,33.924,39.544,32.271,34.026,34.989,34.872,80.303,39.187,34.806,35.587,84.176,30.722,36.54,38.256,31.908,35.504,99.003,41.076,42.947,Sejroe,3,borgpetersenii,99.003
MM0328CK,45.05,51.051,99.006,39.732,69.904,67.133,52.379,54.985,59.561,39.611,62.417,85.819,64.652,38.907,46.683,54.838,73.785,65.638,63.286,42.949,46.81,58.407,Ballum,1,borgpetersenii,99.006
A3_Mm_MM256,44.44,48.995,99.014,39.334,69.557,66.492,52.069,53.929,59.213,39.096,62.126,84.889,64.156,38.955,46.16,54.136,73.447,64.919,62.89,42.697,45.473,57.791,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.014
A3_Mm_MM268,44.531,49.304,99.017,39.439,69.66,66.577,52.173,54.044,59.328,39.212,62.224,84.97,64.241,39.067,46.26,54.238,73.303,65.007,62.972,42.812,45.737,57.908,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.017
VARDARAC,65.094,75.943,48.939,42.326,56.66,43.239,83.018,92.813,85.622,40.67,56.034,48.566,46.18,34.961,61.725,99.019,56.591,42.421,46.497,37.527,41.783,42.468,Pomona,2,interrogans,99.019
A4_Mm_MM350,44.541,49.105,99.028,39.451,69.671,66.586,52.185,54.057,59.341,39.225,62.234,84.98,64.251,39.079,46.272,54.25,73.555,65.017,62.981,42.824,45.658,57.921,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.028
FMAS_PD2,42.939,46.226,71.208,37.75,63.248,99.032,50.998,49.757,52.698,39.211,67.058,78.983,67.701,38.394,47.093,49.483,68.899,68.413,65.374,39.534,41.931,47.524,Celledoni,1,Leptospira weilii,99.032
158133,34.66,35.812,34.917,37.943,44.746,35.485,38.117,41.651,40.674,99.051,44.819,34.77,37.354,79.289,36.804,41.282,44.203,34.242,37.988,81.442,42.906,39.753,Hebdomadis,3,interrogans,99.051
202202766,44.71,51.92,65.475,39.133,72.44,66.651,51.05,54.953,56.245,44.277,71.647,69.073,67.371,43.196,48.525,53.941,75.29,64.494,99.059,43.106,56.649,51.382,Sarmin,1,santarosai,99.059
A2_Mm_MM159,44.56,49.05,99.065,39.301,69.614,66.539,52.127,53.993,59.277,39.161,62.18,84.938,64.203,39.019,46.216,54.193,73.009,64.968,62.935,42.627,45.565,57.857,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.065
A3_Mm_MM269,44.56,49.315,99.065,39.301,69.614,66.539,52.127,53.993,59.277,39.161,62.18,84.938,64.203,39.019,46.216,54.193,73.69,64.968,62.935,42.627,45.697,57.899,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.065
A4_Ee_MM344,44.56,49.075,99.069,39.301,69.614,66.539,52.127,53.993,59.277,39.161,62.18,84.938,64.203,39.019,46.216,54.193,73.501,64.977,62.935,42.627,45.565,57.955,Ballum,1,borgpetersenii,99.069
A2_Mm_MM134,44.5,49.061,99.076,39.404,69.626,66.548,52.139,54.006,59.29,39.173,62.191,84.947,64.213,38.928,46.227,54.204,73.512,64.978,62.945,42.66,45.584,57.745,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.076
A2_Mm_MM244,44.5,49.061,99.076,39.404,69.626,66.548,52.139,54.006,59.29,39.173,62.191,84.947,64.213,39.031,46.227,54.204,73.566,64.978,62.945,42.775,45.584,57.87,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.076
IP1507003,65.928,75.467,49.961,43.065,57.91,44.115,83.596,93.856,87.198,41.87,56.493,49.6,47.119,35.763,63.014,99.076,56.371,43.431,46.946,38.091,43.264,42.935,Pomona,2,Leptospira interrogans,99.076
A2_Ee_MM195,44.652,49.238,99.141,39.579,69.796,66.69,52.313,54.198,59.482,39.366,62.354,85.087,64.356,39.211,46.394,54.375,73.673,65.125,63.082,42.96,45.862,58.06,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.141
200701872,52.575,58.007,71.864,45.778,91.414,62.778,55.973,62.633,62.492,48.417,85.791,69.479,66.833,42.104,52.587,59.763,99.151,61.966,68.528,44.962,47.915,54.426,Pyrogenes,1,interrogans,99.151
UT364,65.315,76.237,49.989,43.142,58.01,45.723,83.467,93.794,87.08,41.956,56.567,49.65,47.193,36.225,62.991,99.159,57.858,43.488,46.945,38.485,43.49,43.324,Pomona,2,Leptospira interrogans serovar Pomona str. UT364,99.159
A3_Mm_MM280,44.672,49.508,99.162,39.602,69.819,66.709,52.336,54.223,59.508,39.391,62.376,85.106,64.375,39.133,46.416,54.397,73.975,65.144,63.101,42.87,46.017,58.044,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.162
A4_Mm_MM332,44.591,49.16,99.168,39.509,69.728,66.633,52.243,54.121,59.405,39.289,62.289,85.035,64.298,39.139,46.327,54.306,73.608,65.075,63.027,42.886,45.751,57.871,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.168
A1_Mm_MM026KC,44.87,49.27,99.182,39.534,69.842,66.739,52.36,54.249,59.534,39.417,62.398,85.126,64.394,39.127,46.447,54.612,73.224,65.164,63.106,42.714,45.936,58.018,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.182
A3_Mm_MM257,44.611,49.182,99.189,39.532,69.751,66.652,52.266,54.147,59.431,39.314,62.311,85.054,64.318,39.163,46.349,54.329,73.63,65.086,63.046,42.911,45.788,58.009,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.189
A1_Mm_MM006,44.782,49.292,99.203,39.557,69.864,66.747,52.383,54.275,59.559,39.443,62.419,85.145,64.413,39.284,46.46,54.443,73.245,65.184,63.137,42.898,45.973,58.136,Ballum,1,borgpetersenii,99.203
BOLMAN,65.111,75.791,49.208,42.621,56.908,43.447,83.25,93.094,85.204,40.983,56.273,48.712,46.37,35.272,61.8,99.232,56.644,42.608,46.674,37.746,42.069,42.858,Pomona,2,interrogans,99.232
A4_Mm_MM325,44.763,49.347,99.254,39.706,69.921,66.794,52.441,54.339,59.623,39.507,62.474,85.194,64.46,39.321,46.516,54.5,73.845,65.233,63.183,43.048,46.065,58.168,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.254
